StudentLevel,Department,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating,DayOfWeek,IsWeekend,PromptsPerMinute,EstimatedSessionCost_USD,StudentAge,AcademicPressureScore,GpaImprovement
Undergraduate,History,2024-10-29,30.5,8,Writing,5,Assignment Completed,True,5.0,Tuesday,False,0.26,0.08,23,41,0.17
Graduate,Business,2024-10-29,9.03,3,Writing,4,Idea Drafted,False,4.2,Sunday,True,0.33,0.03,32,7,0.25
High School,Psychology,2024-10-29,33.12,9,Homework Help,3,Assignment Completed,False,2.5,Friday,False,0.2,0.09,14,70,0.04
Graduate,Biology,2024-10-03,5.57,2,Homework Help,1,Confused,False,1.0,Thursday,False,0.2,0.02,31,48,0.25
High School,Biology,2024-10-23,36.94,8,Writing,3,Assignment Completed,True,3.6,Wednesday,False,0.22,0.08,18,53,0.25
High School,Biology,2025-05-02,40.28,16,Homework Help,4,Idea Drafted,True,5.0,Friday,False,0.4,0.01,14,12,0.2
Graduate,Biology,2025-03-07,37.87,9,Studying,5,Idea Drafted,False,4.9,Friday,False,0.24,0.09,28,84,0.46
Graduate,Biology,2025-03-07,43.51,13,Studying,3,Assignment Completed,True,2.6,Saturday,True,0.3,0.13,33,81,0.5
Undergraduate,History,2024-08-05,28.27,11,Homework Help,4,Confused,True,3.9,Monday,False,0.39,0.11,22,55,0.15
Undergraduate,Computer Science,2024-08-11,6.35,1,Coding,3,Confused,True,3.8,Sunday,True,0.16,0.01,20,79,0.37
Undergraduate,History,2024-08-11,12.5,6,Research,4,Gave Up,False,3.7,Monday,False,0.48,0.01,21,37,0.45
Undergraduate,Math,2024-08-11,16.7,1,Writing,3,Assignment Completed,True,3.0,Thursday,False,0.36,0.01,21,84,0.33
Undergraduate,Unknown,2025-03-31,18.71,5,Homework Help,4,Confused,False,3.7,Monday,False,0.27,0.05,23,62,0.04
Undergraduate,Unknown,2025-02-11,21.52,8,Homework Help,3,Assignment Completed,True,3.5,Tuesday,False,0.37,0.08,20,61,0.14
Undergraduate,History,2025-02-11,17.86,3,Studying,4,Confused,False,2.7,Friday,False,0.17,0.03,22,93,0.17
Graduate,Engineering,2024-09-02,25.2,5,Writing,5,Confused,False,4.0,Monday,False,0.2,0.05,31,75,0.02
Graduate,Psychology,2024-09-02,13.54,4,Studying,3,Confused,False,3.5,Tuesday,False,0.3,0.04,24,13,0.42
Undergraduate,Business,2025-05-18,18.85,5,Coding,3,Idea Drafted,True,2.0,Sunday,Unknown,0.27,0.05,18,4,0.21
Graduate,History,2025-05-18,35.06,8,Coding,4,Assignment Completed,True,4.8,Monday,False,0.23,0.08,30,86,0.14
High School,History,2025-04-23,16.7,2,Studying,3,Assignment Completed,True,1.3,Wednesday,False,0.33,0.02,14,61,0.13
Undergraduate,Psychology,2024-12-26,6.99,1,Writing,4,Idea Drafted,False,4.2,Thursday,False,0.2,0.01,18,15,0.0
Graduate,Engineering,2024-11-11,16.42,4,Writing,3,Idea Drafted,True,2.8,Monday,False,0.24,0.04,26,18,0.13
Undergraduate,Computer Science,2024-09-27,29.19,9,Studying,5,Assignment Completed,True,4.5,Friday,False,0.31,0.09,18,7,0.34
Undergraduate,Business,2025-03-21,8.06,2,Writing,4,Assignment Completed,True,4.6,Friday,False,0.25,0.02,22,22,0.32
Undergraduate,Computer Science,2025-03-21,26.93,5,Writing,5,Assignment Completed,True,5.0,Thursday,False,0.19,0.05,30,23,0.06
Undergraduate,Psychology,2025-03-21,16.7,4,Coding,4,Assignment Completed,True,4.7,Tuesday,False,0.23,0.02,21,46,0.33
Undergraduate,History,2025-06-04,10.34,2,Writing,3,Confused,True,3.5,Friday,False,0.19,0.02,23,38,0.36
Undergraduate,Biology,2025-03-20,17.76,4,Coding,3,Idea Drafted,False,1.8,Friday,False,0.23,0.04,18,99,0.39
High School,Business,2025-03-20,12.24,4,Coding,4,Assignment Completed,True,2.5,Thursday,False,0.33,0.04,15,51,0.23
High School,Math,2024-11-07,15.41,4,Coding,3,Idea Drafted,False,2.4,Thursday,False,0.2,0.04,18,89,0.13
Undergraduate,Biology,2024-08-07,40.55,8,Writing,4,Assignment Completed,True,4.5,Wednesday,False,0.2,0.08,23,47,0.1
Undergraduate,Math,2024-07-21,5.74,1,Homework Help,5,Assignment Completed,False,5.0,Sunday,True,0.2,0.01,21,88,0.4
Undergraduate,Business,2024-12-25,8.42,3,Coding,4,Idea Drafted,True,3.6,Wednesday,False,0.36,0.03,19,33,0.07
High School,Biology,2024-12-25,2.83,1,Writing,5,Confused,True,5.0,Wednesday,False,0.35,0.01,17,25,0.3
Graduate,History,2024-12-05,1.62,1,Studying,5,Idea Drafted,True,3.5,Thursday,False,0.62,0.01,30,89,0.44
Undergraduate,Psychology,2025-03-16,5.37,1,Brainstorming,3,Idea Drafted,True,3.8,Sunday,True,0.19,0.01,18,26,0.34
Undergraduate,Unknown,2025-03-16,8.04,2,Coding,3,Assignment Completed,True,2.4,Wednesday,False,0.25,0.02,18,50,0.36
Graduate,Engineering,2024-07-18,16.73,4,Research,3,Assignment Completed,False,4.4,Friday,False,0.24,0.04,24,49,0.32
Graduate,Computer Science,2024-07-18,20.34,4,Coding,5,Confused,False,3.5,Friday,False,0.2,0.04,24,69,0.0
High School,Psychology,2025-05-13,8.3,2,Writing,4,Assignment Completed,True,5.0,Tuesday,False,0.24,0.02,18,93,0.41
High School,Business,2025-02-10,21.23,6,Writing,3,Confused,False,2.7,Monday,False,0.2,0.06,16,72,0.25
Undergraduate,Computer Science,2025-01-18,6.91,1,Homework Help,5,Assignment Completed,True,5.0,Saturday,True,0.14,0.01,23,13,0.26
High School,Psychology,2025-01-18,6.97,1,Writing,3,Assignment Completed,True,3.5,Saturday,True,0.14,0.01,17,51,0.3
Undergraduate,Unknown,2025-04-19,8.49,3,Homework Help,2,Assignment Completed,True,2.4,Saturday,Unknown,0.35,0.03,22,36,0.13
Undergraduate,Unknown,2025-01-25,35.78,4,Writing,3,Confused,True,2.9,Saturday,True,0.22,0.08,20,30,0.27
Undergraduate,Math,2025-05-03,1.3,1,Writing,2,Assignment Completed,True,3.5,Saturday,True,0.77,0.01,22,96,0.22
Graduate,Computer Science,2025-05-03,20.17,7,Brainstorming,3,Idea Drafted,True,3.0,Sunday,True,0.35,0.07,33,97,0.42
High School,Engineering,2024-09-12,13.17,3,Studying,3,Assignment Completed,True,3.7,Thursday,False,0.23,0.03,16,97,0.18
Undergraduate,History,2024-12-04,16.7,8,Writing,5,Idea Drafted,True,4.3,Wednesday,False,0.33,0.08,18,34,0.47
Undergraduate,History,2024-10-24,17.38,4,Writing,4,Assignment Completed,True,3.5,Thursday,False,0.2,0.04,23,77,0.35
Undergraduate,History,2024-09-28,14.97,4,Homework Help,5,Assignment Completed,True,5.0,Saturday,True,0.2,0.04,19,25,0.28
Undergraduate,Math,2024-11-30,14.18,4,Writing,4,Assignment Completed,True,3.5,Saturday,True,0.28,0.04,20,76,0.1
Undergraduate,Computer Science,2025-03-26,10.64,2,Studying,4,Idea Drafted,True,5.0,Wednesday,False,0.19,0.02,20,51,0.38
Graduate,Business,2025-03-02,14.93,6,Writing,3,Idea Drafted,True,2.6,Sunday,True,0.4,0.06,32,34,0.03
Undergraduate,Engineering,2024-08-11,22.04,7,Coding,4,Assignment Completed,False,4.0,Sunday,True,0.32,0.07,23,35,0.18
Undergraduate,History,2025-01-09,16.7,10,Homework Help,5,Confused,False,5.0,Thursday,False,0.42,0.1,19,80,0.25
Undergraduate,History,2025-02-03,5.34,2,Writing,5,Idea Drafted,True,4.0,Monday,False,0.37,0.02,22,100,0.3
Undergraduate,Business,2024-10-02,15.5,3,Coding,2,Assignment Completed,True,1.8,Friday,False,0.19,0.03,18,8,0.36
Graduate,Math,2024-10-29,29.75,6,Writing,3,Idea Drafted,True,3.7,Tuesday,False,0.2,0.06,34,51,0.36
Graduate,Unknown,2024-11-15,29.42,6,Coding,4,Assignment Completed,False,3.5,Friday,False,0.2,0.06,23,96,0.27
Undergraduate,History,2024-11-15,10.54,4,Writing,5,Gave Up,True,5.0,Tuesday,Unknown,0.2,0.04,19,100,0.29
Undergraduate,Computer Science,2024-07-15,26.26,4,Writing,3,Confused,False,3.2,Monday,False,0.23,0.06,18,58,0.08
High School,Business,2024-11-18,17.78,4,Writing,3,Idea Drafted,True,2.8,Monday,False,0.2,0.04,18,66,0.27
Graduate,Engineering,2024-12-29,19.59,8,Studying,4,Confused,False,4.8,Sunday,True,0.41,0.08,30,87,0.47
High School,Business,2024-12-29,10.99,4,Writing,2,Idea Drafted,True,1.6,Wednesday,False,0.36,0.04,18,22,0.4
Undergraduate,Biology,2024-07-13,4.87,1,Writing,4,Idea Drafted,True,3.0,Saturday,True,0.21,0.01,19,41,0.1
Undergraduate,Unknown,2024-07-13,16.7,3,Writing,3,Idea Drafted,True,3.0,Wednesday,False,0.22,0.03,21,40,0.17
Undergraduate,Biology,2025-02-09,16.7,9,Studying,3,Assignment Completed,True,2.4,Sunday,True,0.31,0.09,19,82,0.25
Graduate,Psychology,2025-02-09,0.73,1,Brainstorming,4,Assignment Completed,True,4.9,Wednesday,False,1.37,0.01,32,23,0.25
Graduate,Engineering,2025-03-03,18.13,3,Coding,4,Confused,True,3.6,Monday,False,0.17,0.01,24,44,0.16
Undergraduate,Business,2025-02-01,10.57,3,Studying,5,Idea Drafted,True,3.5,Saturday,True,0.28,0.03,18,54,0.22
Undergraduate,Computer Science,2025-02-01,35.44,11,Writing,3,Idea Drafted,True,3.2,Friday,False,0.2,0.11,21,8,0.15
Graduate,Biology,2025-05-03,6.17,1,Homework Help,2,Gave Up,False,2.5,Saturday,True,0.16,0.01,29,29,0.44
High School,Math,2024-08-15,10.56,2,Writing,4,Idea Drafted,True,4.7,Thursday,False,0.19,0.02,15,51,0.49
Undergraduate,History,2024-10-18,16.7,1,Writing,1,Gave Up,False,3.5,Friday,False,0.28,0.01,21,61,0.25
Undergraduate,History,2025-01-15,30.44,7,Coding,2,Idea Drafted,True,2.8,Wednesday,False,0.23,0.07,21,84,0.38
Undergraduate,Biology,2025-02-04,5.67,1,Writing,4,Confused,True,4.1,Tuesday,False,0.18,0.01,20,97,0.33
Undergraduate,Math,2024-09-29,9.64,4,Coding,4,Assignment Completed,False,5.0,Sunday,True,0.41,0.04,21,99,0.25
Graduate,Computer Science,2024-09-01,19.0,6,Writing,3,Idea Drafted,True,3.9,Sunday,True,0.32,0.06,26,16,0.2
Undergraduate,Psychology,2024-07-12,16.7,4,Coding,4,Assignment Completed,True,3.4,Friday,False,0.19,0.01,23,70,0.02
Undergraduate,Computer Science,2024-07-12,17.05,4,Homework Help,1,Assignment Completed,True,1.3,Friday,False,0.23,0.04,19,59,0.03
Undergraduate,Biology,2025-06-16,14.34,3,Writing,4,Assignment Completed,True,4.2,Monday,False,0.21,0.03,19,17,0.15
Undergraduate,Unknown,2025-06-16,16.67,5,Writing,4,Idea Drafted,False,3.2,Sunday,True,0.3,0.05,18,56,0.23
Undergraduate,Engineering,2024-11-16,8.12,2,Writing,4,Assignment Completed,True,5.0,Saturday,True,0.2,0.02,19,82,0.42
Undergraduate,Computer Science,2024-11-16,43.91,13,Coding,3,Idea Drafted,True,2.7,Sunday,True,0.3,0.13,19,56,0.01
Undergraduate,Math,2025-05-26,13.42,3,Writing,4,Confused,True,3.5,Monday,False,0.22,0.03,19,23,0.04
Undergraduate,Biology,2025-05-26,12.93,2,Coding,5,Assignment Completed,True,4.7,Tuesday,False,0.2,0.02,19,92,0.05
Undergraduate,Business,2025-04-25,5.33,1,Homework Help,4,Idea Drafted,True,3.1,Friday,False,0.19,0.01,21,24,0.43
High School,Biology,2025-06-09,4.18,1,Writing,5,Idea Drafted,True,5.0,Monday,False,0.24,0.01,18,36,0.06
Graduate,Engineering,2025-04-07,6.66,1,Writing,4,Gave Up,False,3.7,Monday,False,0.15,0.01,22,56,0.25
Undergraduate,Biology,2025-05-24,16.7,2,Studying,2,Assignment Completed,True,2.4,Saturday,True,0.28,0.02,23,48,0.18
Undergraduate,Computer Science,2025-01-26,18.0,6,Homework Help,4,Assignment Completed,True,3.5,Sunday,True,0.33,0.06,14,95,0.43
Graduate,Biology,2025-02-17,5.47,1,Writing,2,Confused,False,1.2,Monday,False,0.18,0.01,26,44,0.23
Undergraduate,Computer Science,2024-12-09,4.8,1,Writing,3,Gave Up,True,2.3,Monday,False,0.21,0.01,22,54,0.09
Undergraduate,Business,2024-12-08,16.7,8,Coding,3,Assignment Completed,True,3.3,Sunday,True,0.26,0.08,20,51,0.07
Undergraduate,Computer Science,2024-07-13,42.8,11,Coding,4,Assignment Completed,True,4.1,Saturday,True,0.26,0.11,21,60,0.24
Undergraduate,Biology,2024-10-28,25.16,5,Studying,5,Idea Drafted,True,5.0,Monday,False,0.2,0.05,23,61,0.48
Undergraduate,Business,2025-04-26,4.68,2,Coding,3,Idea Drafted,True,3.6,Saturday,True,0.2,0.02,22,99,0.04
Undergraduate,Biology,2024-12-10,12.6,3,Studying,4,Idea Drafted,False,4.7,Tuesday,False,0.24,0.01,23,74,0.07
High School,Biology,2024-12-10,14.76,5,Homework Help,3,Confused,False,4.2,Thursday,False,0.34,0.05,18,51,0.38
Undergraduate,Business,2024-08-25,3.83,1,Homework Help,5,Assignment Completed,True,4.2,Sunday,True,0.26,0.01,21,65,0.14
High School,Biology,2024-06-29,29.81,7,Homework Help,2,Assignment Completed,True,1.0,Saturday,True,0.23,0.07,18,42,0.16
Undergraduate,Biology,2025-05-08,2.58,1,Studying,4,Assignment Completed,True,5.0,Thursday,False,0.39,0.01,18,73,0.3
Undergraduate,Computer Science,2025-04-27,42.62,10,Brainstorming,3,Idea Drafted,True,4.6,Sunday,True,0.23,0.1,22,91,0.37
Undergraduate,Unknown,2025-06-20,10.33,4,Writing,2,Assignment Completed,True,2.0,Friday,False,0.39,0.04,23,85,0.04
Undergraduate,History,2024-10-22,25.42,7,Studying,5,Confused,True,5.0,Tuesday,False,0.28,0.07,21,22,0.25
Undergraduate,Computer Science,2024-10-24,20.85,4,Writing,4,Idea Drafted,False,5.0,Thursday,False,0.19,0.04,22,51,0.25
High School,Psychology,2024-12-05,32.69,9,Homework Help,3,Idea Drafted,True,2.4,Thursday,False,0.28,0.09,18,88,0.48
Undergraduate,Math,2024-11-12,13.44,2,Homework Help,3,Assignment Completed,True,2.7,Tuesday,False,0.15,0.02,20,81,0.03
Undergraduate,Unknown,2024-12-31,3.67,1,Coding,2,Assignment Completed,True,1.2,Tuesday,False,0.2,0.01,19,100,0.06
Undergraduate,Business,2025-04-13,3.55,1,Writing,4,Assignment Completed,True,5.0,Sunday,True,0.28,0.01,20,44,0.36
Graduate,Engineering,2024-12-13,35.22,15,Coding,2,Assignment Completed,True,1.4,Friday,False,0.43,0.15,26,6,0.02
Undergraduate,Math,2024-11-03,12.37,2,Writing,4,Idea Drafted,True,3.8,Sunday,True,0.16,0.02,22,51,0.02
Graduate,Unknown,2025-01-18,11.88,2,Writing,2,Idea Drafted,False,3.5,Saturday,True,0.17,0.02,23,15,0.25
Undergraduate,Math,2025-06-05,16.7,14,Writing,3,Assignment Completed,True,1.9,Thursday,False,0.39,0.14,19,89,0.34
Undergraduate,Engineering,2025-06-05,11.02,2,Coding,3,Idea Drafted,True,3.4,Friday,False,0.18,0.02,21,100,0.03
High School,Engineering,2025-01-31,14.45,5,Homework Help,3,Assignment Completed,True,3.0,Friday,False,0.35,0.05,14,86,0.21
Graduate,Biology,2024-12-16,14.93,3,Coding,4,Idea Drafted,True,3.8,Monday,False,0.2,0.03,27,18,0.08
High School,Math,2025-04-23,16.7,5,Writing,5,Gave Up,True,5.0,Wednesday,False,0.36,0.05,16,51,0.04
High School,Biology,2024-10-21,16.7,560,Homework Help,4,Idea Drafted,True,4.7,Friday,Unknown,0.37,0.1,17,51,0.18
Graduate,Math,2025-04-18,7.87,1,Studying,2,Confused,True,2.2,Friday,False,0.13,0.01,32,31,0.14
Undergraduate,History,2024-10-25,36.66,7,Coding,4,Assignment Completed,True,4.1,Friday,False,0.19,0.07,20,77,0.21
High School,Math,2024-09-17,16.13,3,Writing,4,Assignment Completed,True,4.6,Tuesday,False,0.19,0.03,17,2,0.1
High School,Computer Science,2024-09-06,20.23,4,Writing,4,Assignment Completed,True,4.3,Friday,False,0.2,0.04,14,15,0.03
Undergraduate,Psychology,2025-04-23,22.68,5,Research,4,Assignment Completed,False,3.8,Wednesday,False,0.2,0.05,22,8,0.12
Graduate,Computer Science,2025-01-06,32.21,15,Homework Help,3,Assignment Completed,True,1.8,Monday,False,0.47,0.15,27,7,0.14
Undergraduate,Biology,2025-05-02,6.48,1,Studying,4,Idea Drafted,False,5.0,Friday,False,0.15,0.01,21,93,0.37
High School,Engineering,2025-02-15,7.74,4,Writing,3,Idea Drafted,True,3.6,Saturday,True,0.2,0.01,16,29,0.48
Undergraduate,Math,2024-07-05,5.96,1,Writing,2,Idea Drafted,False,1.0,Friday,False,0.17,0.01,20,51,0.41
Undergraduate,Biology,2024-12-06,14.09,4,Writing,2,Assignment Completed,True,1.2,Friday,False,0.28,0.04,23,75,0.39
Undergraduate,Biology,2024-08-13,11.98,2,Writing,4,Idea Drafted,True,4.7,Tuesday,False,0.17,0.02,18,32,0.42
Undergraduate,Psychology,2024-09-26,8.02,2,Studying,4,Idea Drafted,True,3.7,Thursday,Unknown,0.25,0.02,20,15,0.42
Graduate,Engineering,2025-05-22,30.82,8,Studying,5,Assignment Completed,True,5.0,Thursday,False,0.26,0.08,23,7,0.37
Undergraduate,Biology,2025-04-23,2.21,1,Writing,5,Confused,True,5.0,Wednesday,False,0.45,0.01,20,51,0.19
Undergraduate,Biology,2024-11-14,16.65,7,Writing,5,Assignment Completed,True,5.0,Thursday,False,0.42,0.07,19,8,0.02
High School,Engineering,2024-10-02,18.5,3,Writing,2,Idea Drafted,True,3.6,Wednesday,False,0.16,0.03,18,17,0.25
High School,Business,2025-04-30,26.52,5,Research,4,Idea Drafted,True,2.8,Wednesday,False,0.19,0.05,17,51,0.24
Graduate,Math,2025-04-30,20.62,8,Research,4,Assignment Completed,False,4.6,Thursday,False,0.2,0.08,23,48,0.12
Undergraduate,Biology,2025-05-30,5.87,1,Research,3,Gave Up,True,2.0,Friday,False,0.2,0.01,19,45,0.46
Graduate,Computer Science,2024-11-19,37.04,9,Writing,1,Idea Drafted,True,1.0,Tuesday,False,0.24,0.09,32,79,0.27
High School,Psychology,2025-04-24,19.65,8,Writing,3,Assignment Completed,False,3.8,Thursday,Unknown,0.2,0.08,17,34,0.14
High School,Computer Science,2024-08-13,6.73,2,Homework Help,4,Idea Drafted,True,2.6,Tuesday,False,0.3,0.02,18,52,0.42
High School,Engineering,2025-05-21,6.02,1,Coding,3,Gave Up,True,2.7,Wednesday,Unknown,0.17,0.01,14,3,0.25
Graduate,Psychology,2025-02-25,28.33,9,Writing,3,Assignment Completed,True,2.7,Tuesday,False,0.2,0.09,28,82,0.08
Undergraduate,Business,2025-02-25,3.04,560,Homework Help,3,Idea Drafted,True,3.5,Tuesday,False,0.33,0.01,19,87,0.13
High School,Psychology,2025-04-19,6.74,1,Writing,4,Assignment Completed,True,4.3,Saturday,True,0.15,0.01,16,33,0.43
High School,History,2025-04-19,9.46,2,Writing,5,Assignment Completed,True,5.0,Tuesday,False,0.21,0.02,18,89,0.22
Graduate,History,2024-11-01,8.85,1,Coding,3,Assignment Completed,True,4.2,Friday,False,0.11,0.01,25,85,0.41
Graduate,History,2024-11-01,14.02,2,Writing,3,Idea Drafted,True,2.5,Sunday,True,0.14,0.02,33,90,0.34
Undergraduate,Unknown,2024-10-14,22.42,10,Writing,4,Idea Drafted,True,4.2,Monday,False,0.45,0.1,22,9,0.27
High School,Computer Science,2024-10-14,7.16,3,Studying,3,Confused,True,1.4,Monday,False,0.42,0.03,15,88,0.42
Undergraduate,Engineering,2024-08-05,16.58,3,Studying,3,Idea Drafted,True,3.4,Monday,False,0.18,0.03,22,32,0.39
Undergraduate,History,2024-11-24,21.77,5,Writing,4,Assignment Completed,True,1.6,Sunday,True,0.23,0.01,21,76,0.46
High School,Computer Science,2025-02-24,12.29,3,Writing,2,Assignment Completed,True,3.6,Monday,False,0.24,0.03,18,80,0.0
Undergraduate,Unknown,2024-10-31,27.59,6,Coding,3,Assignment Completed,True,3.9,Thursday,False,0.22,0.06,23,91,0.44
High School,History,2025-02-13,9.9,4,Studying,4,Assignment Completed,True,2.9,Thursday,False,0.4,0.04,18,63,0.4
Undergraduate,Psychology,2025-02-15,20.96,6,Coding,5,Assignment Completed,True,5.0,Saturday,True,0.29,0.06,19,48,0.05
High School,Computer Science,2024-11-05,16.7,2,Writing,4,Assignment Completed,True,5.0,Tuesday,False,0.23,0.02,16,63,0.23
Undergraduate,Computer Science,2024-09-20,8.84,4,Studying,3,Confused,False,1.7,Friday,False,0.45,0.04,21,71,0.21
Undergraduate,Business,2025-06-18,33.47,14,Studying,4,Idea Drafted,True,3.5,Wednesday,False,0.42,0.14,18,78,0.25
Undergraduate,Engineering,2024-07-14,12.47,2,Writing,5,Assignment Completed,True,5.0,Sunday,True,0.16,0.02,18,58,0.32
High School,Business,2024-07-14,23.4,8,Research,3,Assignment Completed,True,1.5,Thursday,False,0.34,0.08,14,84,0.14
Graduate,Biology,2024-07-14,20.7,5,Coding,4,Confused,False,5.0,Friday,False,0.24,0.05,27,44,0.25
Undergraduate,Psychology,2025-06-20,4.42,1,Writing,3,Gave Up,False,2.3,Friday,False,0.23,0.01,23,100,0.1
Undergraduate,Computer Science,2025-06-20,23.03,5,Homework Help,3,Assignment Completed,True,2.8,Thursday,False,0.22,0.05,20,99,0.05
Undergraduate,Unknown,2024-12-06,16.7,13,Homework Help,4,Confused,True,4.1,Friday,False,0.22,0.13,22,55,0.46
Undergraduate,History,2024-08-25,17.24,4,Writing,2,Idea Drafted,True,1.0,Sunday,True,0.23,0.04,20,94,0.37
Undergraduate,Business,2024-08-25,2.54,1,Coding,4,Confused,True,4.7,Thursday,False,0.39,0.01,17,51,0.42
Undergraduate,Unknown,2024-09-04,17.95,4,Coding,4,Assignment Completed,True,3.4,Wednesday,False,0.22,0.04,18,50,0.35
Graduate,Business,2024-08-08,8.75,4,Coding,5,Idea Drafted,True,4.0,Thursday,False,0.46,0.04,28,55,0.4
Undergraduate,Math,2024-08-08,16.7,1,Writing,4,Assignment Completed,True,5.0,Friday,False,0.3,0.01,23,84,0.49
Undergraduate,History,2024-08-22,10.19,2,Coding,4,Assignment Completed,True,4.1,Thursday,False,0.2,0.02,23,29,0.43
Graduate,Unknown,2024-10-16,20.1,7,Research,4,Assignment Completed,True,3.0,Wednesday,Unknown,0.35,0.07,32,54,0.21
Undergraduate,Psychology,2024-09-02,16.7,6,Writing,5,Assignment Completed,True,5.0,Monday,False,0.28,0.06,22,18,0.22
Graduate,Computer Science,2025-04-15,17.98,4,Studying,3,Idea Drafted,True,3.5,Tuesday,False,0.22,0.04,23,34,0.41
Undergraduate,History,2025-04-29,2.99,1,Studying,4,Idea Drafted,True,4.8,Tuesday,False,0.33,0.01,23,45,0.37
High School,Computer Science,2025-04-29,12.78,3,Homework Help,4,Confused,True,4.4,Monday,False,0.23,0.03,17,24,0.21
Undergraduate,Psychology,2024-12-07,16.7,12,Studying,4,Assignment Completed,True,4.3,Saturday,True,0.29,0.12,18,68,0.44
Graduate,Biology,2025-06-01,4.43,1,Coding,4,Assignment Completed,True,5.0,Sunday,True,0.23,0.01,32,81,0.1
Undergraduate,Psychology,2024-12-26,16.97,4,Coding,4,Gave Up,False,5.0,Thursday,False,0.24,0.04,20,6,0.22
Undergraduate,Psychology,2024-12-26,29.95,10,Studying,4,Assignment Completed,True,4.7,Thursday,False,0.33,0.1,18,51,0.39
High School,Biology,2025-03-06,39.06,14,Writing,2,Assignment Completed,True,3.5,Thursday,False,0.36,0.14,15,73,0.44
Undergraduate,Unknown,2025-03-06,17.25,7,Studying,4,Idea Drafted,False,3.4,Wednesday,False,0.41,0.07,21,47,0.12
Undergraduate,Unknown,2024-10-22,7.23,1,Research,4,Idea Drafted,True,4.5,Tuesday,False,0.14,0.01,23,57,0.08
Undergraduate,History,2024-11-26,26.58,6,Studying,2,Confused,True,2.0,Tuesday,False,0.23,0.06,23,21,0.05
Undergraduate,Unknown,2024-08-15,19.41,6,Studying,3,Assignment Completed,True,3.3,Thursday,False,0.31,0.06,22,28,0.39
Undergraduate,Engineering,2025-04-16,25.91,5,Coding,3,Assignment Completed,True,3.5,Wednesday,False,0.19,0.05,20,65,0.46
High School,Business,2024-10-24,5.01,1,Studying,4,Assignment Completed,True,4.8,Thursday,False,0.2,0.01,17,94,0.25
Undergraduate,History,2025-02-17,16.7,3,Writing,4,Assignment Completed,True,2.4,Monday,False,0.2,0.03,23,82,0.21
Graduate,Unknown,2025-02-17,3.18,1,Brainstorming,5,Idea Drafted,True,4.9,Saturday,True,0.2,0.01,23,80,0.12
Undergraduate,History,2024-11-22,29.1,8,Coding,3,Assignment Completed,True,3.1,Friday,False,0.27,0.08,21,48,0.07
High School,Psychology,2024-07-04,30.56,4,Homework Help,3,Confused,False,4.3,Thursday,False,0.29,0.09,16,11,0.27
Undergraduate,Math,2024-08-03,16.7,1,Coding,2,Assignment Completed,True,1.0,Saturday,True,0.65,0.01,23,58,0.47
Undergraduate,Psychology,2024-07-24,24.9,10,Homework Help,4,Confused,False,4.7,Wednesday,False,0.4,0.1,23,85,0.49
Undergraduate,Unknown,2024-07-24,20.48,4,Research,3,Idea Drafted,True,2.5,Saturday,True,0.24,0.05,22,34,0.13
High School,Biology,2024-10-11,6.58,2,Studying,5,Assignment Completed,False,5.0,Friday,False,0.3,0.02,18,80,0.37
High School,Engineering,2024-10-11,18.62,5,Coding,4,Confused,False,4.7,Wednesday,False,0.27,0.05,16,60,0.37
Undergraduate,Engineering,2024-10-11,36.95,12,Studying,4,Idea Drafted,False,3.5,Friday,Unknown,0.32,0.12,18,18,0.33
Undergraduate,Biology,2024-07-29,6.39,1,Writing,3,Confused,False,2.7,Monday,False,0.16,0.01,22,99,0.18
High School,Unknown,2024-11-15,16.31,5,Studying,3,Confused,False,2.6,Friday,False,0.31,0.05,16,38,0.46
Undergraduate,Computer Science,2025-06-12,10.53,2,Writing,5,Assignment Completed,False,4.1,Thursday,False,0.19,0.02,20,55,0.41
High School,Engineering,2025-05-20,24.5,5,Homework Help,4,Idea Drafted,True,1.8,Tuesday,False,0.2,0.05,18,88,0.31
Undergraduate,Unknown,2025-05-20,6.06,2,Writing,2,Idea Drafted,True,2.3,Sunday,True,0.2,0.02,14,6,0.25
High School,Math,2025-05-06,24.06,9,Studying,4,Idea Drafted,True,4.7,Friday,False,0.37,0.09,16,64,0.05
Graduate,Math,2024-09-29,16.8,5,Writing,3,Idea Drafted,True,2.2,Sunday,True,0.3,0.05,31,8,0.28
High School,Business,2024-09-29,27.24,9,Writing,3,Idea Drafted,True,2.6,Friday,Unknown,0.33,0.09,14,1,0.25
Undergraduate,Biology,2025-04-29,15.25,6,Writing,2,Confused,True,2.4,Tuesday,False,0.39,0.06,21,64,0.17
Undergraduate,Unknown,2025-01-10,16.25,3,Coding,3,Assignment Completed,True,2.7,Thursday,False,0.18,0.03,18,94,0.07
Undergraduate,Business,2024-11-21,4.98,1,Coding,3,Assignment Completed,True,3.2,Thursday,False,0.2,0.01,19,86,0.33
Undergraduate,History,2024-07-17,26.42,11,Writing,4,Assignment Completed,True,5.0,Wednesday,False,0.42,0.11,21,83,0.32
High School,Biology,2024-06-26,7.78,1,Writing,4,Assignment Completed,True,3.5,Wednesday,False,0.13,0.01,18,13,0.13
