StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating,DayOfWeek,IsWeekend,PromptsPerMinute,EstimatedSessionCost_USD,StudentAge,AcademicPressureScore,GpaImprovement
NAN,Computer Science,,19.63,4.0,STUDYING,5.0,Assignment Completed,TRUE,5.0,Monday,  False  ,0.2,0.04,19.0,62.0,
UNDERGRADUATE,Biology,2025-02-18,14.08,3.0,Homework Help,5.0,Gave Up,True,5.0,  Tuesday  ,False,0.21,0.03,20.0,71.0,0.45
Undergraduate,business,2024-08-01,7.27,2.0,,3.0,Assignment Completed,True,1.8,THURSDAY,false,0.28,0.02,20.0,14.0,0.15
Undergraduate,Computer Science,2025-04-07,27.78,5.0,Studying,4.0,ASSIGNMENT COMPLETED,False,4.3,Monday,False,0.18,0.05,22.0,72.0,0.27
Undergraduate,biology,02/20/2025,2.2,1.0,,2.0,Assignment Completed,False,2.2,thursday,  false  ,0.45,0.01,18.0,90.0,0.14
high school,engineering,2025-06-20,32.42,11.0,Studying,3.0,Idea Drafted,True,3.9,Friday,False,,0.11,18.0,52.0,0.23
Undergraduate,Engineering,  2024-11-29  ,31.58,8.0,Homework Help,4.0,Idea Drafted,True,4.3,Friday,False,0.25,0.08,19.0,51.0,0.4
undergraduate,Computer Science,2024-08-20,6.58,,Research,4.0,Confused,False,,Tuesday,  false  ,0.15,0.01,19.0,100.0,0.49
Undergraduate,Engineering,2025-02-27,35.35,8.0,Studying,4.0,Assignment Completed,  True  ,,Thursday,False,0.23,0.08,22.0,25.0,0.14
,engineering,2024-09-25,36.5,9.0,Brainstorming,3.0,Idea Drafted,True,2.4,Wednesday,,0.25,0.09,23.0,33.0,0.47
Undergraduate,Computer Science,2025-04-01,20.47,8.0,Studying,4.0,Assignment Completed,True,4.3,Tuesday,false,0.39,0.08,21.0,,0.14
Undergraduate,Computer Science,2024-10-22,11.63,5.0,Writing,1.0,Idea Drafted,True,2.2,Tuesday,False,0.43,0.05,18.0,70.0,0.4
Graduate,Computer Science,2025-06-11,1.45,1.0,Coding,3.0,Confused,False,4.5,Wednesday,  false  ,0.69,0.01,23.0,53.0,0.36
undergraduate,,08 May 2025,30.04,6.0,Writing,2.0,Idea Drafted,True,1.3,thursday,FALSE,0.2,0.06,20.0,98.0,0.47
HIGH SCHOOL,  Biology  ,2025-03-27,7.89,1.0,studying,3.0,Assignment Completed,True,3.1,Thursday,False,0.13,0.01,14.0,96.0,0.46
graduate,,2024-07-26,43.81,10.0,Research,3.0,Assignment Completed,  true  ,3.4,Friday,False,0.23,0.1,,6.0,0.24
High School,Biology,2025-03-06,8.22,1.0,Homework Help,5.0,Assignment Completed,True,4.4,nan,,0.12,0.01,17.0,54.0,
High School,Business,2025-02-12,13.4,2.0,Coding,4.0,  Assignment Completed  ,True,3.7,Wednesday,False,0.15,0.02,14.0,55.0,0.32
graduate,  Math  ,2025-01-31,21.78,10.0,NAN,3.0,Assignment Completed,False,3.2,friday,False,0.46,0.1,31.0,21.0,0.49
graduate,PSYCHOLOGY,2025-03-16,,2.0,Coding,5.0,Assignment Completed,True,5.0,Sunday,True,0.19,0.02,32.0,39.0,0.02
GRADUATE,Biology,2024-11-18,49.7,,Coding,2.0,Assignment Completed,TRUE,3.4,Monday,False,0.42,0.21,24.0,84.0,0.05
Undergraduate,,2024-10-04,42.97,16.0,Research,3.0,Assignment Completed,True,,Friday,false,0.37,0.16,23.0,93.0,0.25
  Undergraduate  ,Computer Science,2024-09-17,9.87,3.0,Writing,4.0,Confused,False,4.8,Tuesday,False,0.3,0.03,,83.0,0.04
UNDERGRADUATE,Psychology,2024-09-10,9.41,,Writing,1.0,IDEA DRAFTED,True,1.1,Tuesday,False,0.32,0.03,19.0,79.0,0.27
undergraduate,Biology,2025-01-27,3.82,1.0,Writing,3.0,Idea Drafted,False,2.2,Monday,false,0.26,,22.0,4.0,0.28
UNDERGRADUATE,History,2024-11-02,,4.0,Writing,4.0,Assignment Completed,  True  ,4.5,Saturday,,0.25,0.04,20.0,94.0,0.14
High School,Computer Science,2025-05-02,7.14,1.0,WRITING,4.0,Assignment Completed,True,3.6,Friday,False,,0.01,17.0,44.0,
graduate,History,24-09-2024,15.31,5.0,Homework Help,4.0,Confused,False,5.0,Tuesday,False,0.33,0.05,24.0,72.0,0.25
Graduate,Math,,12.24,3.0,Coding,5.0,Assignment Completed,TRUE,5.0,Tuesday,False,0.25,0.03,33.0,86.0,0.25
UNDERGRADUATE,History,15 Aug 2024,9.44,4.0,Coding,4.0,Idea Drafted,  True  ,5.0,Thursday,False,0.42,0.04,21.0,65.0,0.1
Undergraduate,History,2025-03-30,20.05,9.0,Brainstorming,4.0,IDEA DRAFTED,True,4.0,  Sunday  ,True,0.45,0.09,19.0,88.0,0.06
Undergraduate,Business,2024/10/11,25.87,,Coding,4.0,Assignment Completed,True,4.0,FRIDAY,False,0.23,0.06,23.0,10.0,0.17
Undergraduate,history,2024-12-20,10.61,2.0,STUDYING,,Idea Drafted,True,2.8,friday,False,0.19,0.02,19.0,29.0,0.25
  Undergraduate  ,History,2024-09-04,16.57,3.0,Homework Help,,Assignment Completed,True,4.7,wednesday,False,0.18,0.03,20.0,43.0,0.11
Graduate,NAN,2025-06-04,21.3,4.0,,5.0,Assignment Completed,True,4.3,Wednesday,False,0.19,0.04,32.0,59.0,0.12
Undergraduate,History,2024-11-12,6.46,2.0,Homework Help,5.0,IDEA DRAFTED,True,,Tuesday,False,0.31,0.02,19.0,44.0,0.28
Undergraduate,Computer Science,03/09/2025,4.15,1.0,coding,4.0,Assignment Completed,,5.0,Sunday,  True  ,0.24,0.01,20.0,34.0,0.34
Undergraduate,History,2024-07-16,5.65,1.0,Research,3.0,,False,3.1,Tuesday,False,0.18,0.01,20.0,,0.22
Undergraduate,Computer Science,2024-11-12,10.89,2.0,,2.0,Idea Drafted,True,1.0,Tuesday,False,0.18,,18.0,37.0,0.45
Undergraduate,Computer Science,2025-01-16,9.14,2.0,STUDYING,3.0,Assignment Completed,true,1.0,Thursday,False,0.22,0.02,23.0,85.0,0.44
High School,Computer Science,09/23/2024,9.88,3.0,writing,3.0,Assignment Completed,True,2.9,Monday,False,0.3,0.03,17.0,23.0,0.43
Undergraduate,Biology,2024-09-19,15.27,3.0,Writing,4.0,  Assignment Completed  ,False,,Thursday,False,0.2,0.03,22.0,100.0,0.08
Undergraduate,,2024-09-27,21.5,5.0,Studying,1.0,Assignment Completed,True,1.0,Friday,False,0.23,0.05,21.0,30.0,0.01
Undergraduate,Engineering,2024-10-03,20.19,6.0,Writing,3.0,Idea Drafted,True,3.3,Thursday,False,0.3,0.06,20.0,40.0,0.03
Undergraduate,Math,2024-09-10,26.89,,Writing,5.0,ASSIGNMENT COMPLETED,True,4.7,Tuesday,False,0.22,0.06,20.0,60.0,0.26
Graduate,  Psychology  ,2025-05-06,,1.0,Coding,,Assignment Completed,True,4.5,Tuesday,False,0.23,0.01,27.0,60.0,0.11
High School,Business,07/07/2024,27.59,5.0,Studying,2.0,Gave Up,False,2.2,sunday,True,0.18,0.05,17.0,58.0,0.07
,Computer Science,  2025-05-04  ,22.95,4.0,Writing,3.0,Idea Drafted,  False  ,3.1,SUNDAY,True,0.17,0.04,22.0,90.0,0.03
Undergraduate,PSYCHOLOGY,2025-03-18,5.32,1.0,BRAINSTORMING,3.0,Confused,  False  ,,Tuesday,False,0.19,0.01,23.0,13.0,0.08
Undergraduate,Biology,2024-09-25,30.61,8.0,Writing,5.0,Confused,  True  ,4.7,Wednesday,False,0.26,0.08,19.0,87.0,0.16
Graduate,,2024-07-24,,5.0,STUDYING,4.0,Idea Drafted,False,5.0,Wednesday,False,,0.05,27.0,71.0,0.5
high school,Business,2024-07-24,60.15,15.0,Writing,4.0,Idea Drafted,TRUE,4.3,wednesday,False,0.25,0.15,15.0,4.0,0.32
Undergraduate,Computer Science,2025-03-25,0.46,,Writing,5.0,Assignment Completed,True,4.5,Tuesday,False,2.17,0.01,20.0,8.0,0.18
Undergraduate,Engineering,14-05-2025,11.31,2.0,Brainstorming,4.0,Assignment Completed,False,4.5,Wednesday,False,0.18,0.02,21.0,70.0,0.14
Undergraduate,history,2024-11-13,,7.0,Homework Help,3.0,Assignment Completed,True,2.4,Wednesday,FALSE,0.26,0.07,23.0,88.0,0.49
,Business,2025-05-19,10.61,2.0,Writing,5.0,Assignment Completed,  False  ,4.6,Monday,False,0.19,0.02,19.0,43.0,0.37
Graduate,Engineering,,22.28,8.0,Coding,,Assignment Completed,TRUE,5.0,Monday,False,0.36,0.08,31.0,51.0,0.02
high school,  Computer Science  ,2025-01-15,,1.0,STUDYING,3.0,IDEA DRAFTED,False,2.7,Wednesday,false,0.34,0.01,15.0,16.0,0.12
Undergraduate,,2025-01-03,30.42,9.0,Writing,2.0,  assignment completed  ,True,2.1,Friday,False,0.3,0.09,20.0,53.0,0.32
Undergraduate,Computer Science,2024-11-28,17.88,6.0,brainstorming,4.0,Assignment Completed,False,4.9,Thursday,False,0.34,0.06,20.0,,0.47
Undergraduate,,2024-07-04,8.59,2.0,studying,3.0,Idea Drafted,True,3.0,Thursday,False,0.23,0.02,23.0,31.0,0.4
High School,NAN,2024-11-16,20.5,9.0,Homework Help,5.0,Assignment Completed,True,5.0,Saturday,True,0.44,0.09,18.0,54.0,0.0
graduate,Engineering,2025-03-30,,5.0,Writing,1.0,  Assignment Completed  ,True,1.0,Sunday,True,0.18,0.05,31.0,98.0,0.23
Undergraduate,Business,2024-10-05,54.8,21.0,Studying,4.0,assignment completed,True,1.7,,True,0.38,0.21,22.0,86.0,0.46
Undergraduate,ENGINEERING,  2024-11-14  ,29.04,6.0,Writing,4.0,Idea Drafted,false,,THURSDAY,False,0.21,0.06,22.0,55.0,0.01
Undergraduate,Business,2025-05-25,19.8,9.0,Coding,5.0,IDEA DRAFTED,,5.0,  sunday  ,True,,0.09,19.0,48.0,0.2
Undergraduate,nan,2024-12-22,7.71,2.0,STUDYING,3.0,Confused,False,3.0,Sunday,true,0.26,0.02,20.0,20.0,
Undergraduate,,04/22/2025,8.43,2.0,HOMEWORK HELP,1.0,Confused,True,1.0,Tuesday,  False  ,0.24,0.02,23.0,60.0,0.15
Graduate,History,2025-04-02,8.06,3.0,Studying,3.0,  Idea Drafted  ,True,3.1,Wednesday,False,0.37,0.03,,82.0,0.47
Graduate,Computer Science,,6.23,1.0,Homework Help,3.0,Idea Drafted,,2.2,Friday,False,0.16,0.01,32.0,21.0,0.49
Undergraduate,Engineering,2025-06-14,7.46,1.0,Writing,2.0,,True,1.1,Saturday,true,0.13,0.01,,55.0,0.31
Graduate,COMPUTER SCIENCE,2025-03-18,48.62,20.0,,2.0,assignment completed,True,2.1,,False,0.41,0.2,22.0,24.0,0.42
Undergraduate,Business,,24.82,6.0,Writing,5.0,,True,5.0,Tuesday,False,0.24,0.06,22.0,79.0,0.11
Undergraduate,History,  2025-03-13  ,6.65,1.0,Writing,3.0,Assignment Completed,True,1.7,THURSDAY,False,0.15,0.01,18.0,81.0,0.27
Undergraduate,history,06-10-2024,14.0,3.0,Coding,5.0,ASSIGNMENT COMPLETED,True,5.0,Sunday,True,0.21,0.03,18.0,31.0,0.08
High School,Psychology,2025-01-03,4.55,1.0,Homework Help,3.0,ASSIGNMENT COMPLETED,True,,Friday,False,0.22,,18.0,10.0,0.08
High School,Biology,2024-10-30,3.92,1.0,Homework Help,2.0,Idea Drafted,True,2.2,Wednesday,False,0.26,0.01,16.0,6.0,0.38
  high school  ,,2025-04-29,15.81,3.0,Research,4.0,Idea Drafted,True,4.9,TUESDAY,False,,0.03,17.0,71.0,0.05
Undergraduate,Biology,2024-12-17,28.75,10.0,Homework Help,3.0,CONFUSED,False,3.4,  TUESDAY  ,False,0.35,0.1,19.0,89.0,0.33
Undergraduate,History,2024/11/26,7.96,2.0,NAN,2.0,Idea Drafted,True,1.7,  Tuesday  ,False,,0.02,22.0,25.0,0.03
undergraduate,Biology,2025-02-06,16.83,7.0,  Homework Help  ,3.0,Gave Up,False,2.2,Thursday,FALSE,0.42,0.07,22.0,40.0,0.3
UNDERGRADUATE,Engineering,27 Mar 2025,9.0,2.0,WRITING,2.0,,TRUE,1.0,thursday,False,0.22,0.02,19.0,18.0,0.46
HIGH SCHOOL,Engineering,2025-06-06,13.01,3.0,Writing,4.0,Assignment Completed,False,4.2,Friday,False,0.23,0.03,16.0,97.0,0.08
Undergraduate,Business,2025-03-30,12.48,2.0,STUDYING,4.0,,True,,,,0.16,0.02,22.0,31.0,0.23
Undergraduate,Business,2025-04-29,20.03,9.0,Studying,3.0,Assignment Completed,FALSE,3.5,Tuesday,FALSE,0.45,0.09,20.0,38.0,0.37
,,06 Oct 2024,43.52,16.0,writing,5.0,nan,TRUE,4.8,sunday,True,0.37,0.16,18.0,,0.31
,History,,2.34,1.0,homework help,5.0,confused,False,4.7,  Monday  ,False,0.43,0.01,34.0,65.0,0.08
  Undergraduate  ,Computer Science,19 Apr 2025,4.69,2.0,studying,,Assignment Completed,True,1.0,Saturday,true,0.43,0.02,20.0,55.0,0.22
High School,Math,2025-06-09,19.79,4.0,studying,4.0,CONFUSED,False,3.1,Monday,False,0.2,0.04,18.0,,0.11
Undergraduate,Math,2025-06-14,,2.0,Research,2.0,GAVE UP,  True  ,2.6,saturday,  True  ,0.37,0.02,20.0,59.0,0.25
Graduate,History,02/25/2025,14.67,3.0,Homework Help,4.0,ASSIGNMENT COMPLETED,True,4.0,Tuesday,False,0.2,0.03,23.0,26.0,0.34
Undergraduate,Psychology,2024-11-01,25.21,9.0,Research,3.0,Assignment Completed,True,2.8,Friday,FALSE,0.36,0.09,19.0,,0.36
High School,Biology,2024-09-09,25.26,11.0,Coding,4.0,ASSIGNMENT COMPLETED,FALSE,3.9,Monday,False,0.44,0.11,15.0,31.0,0.28
GRADUATE,Psychology,2024-11-11,17.14,6.0,Research,2.0,  idea drafted  ,True,1.9,monday,false,,0.06,34.0,1.0,0.06
Undergraduate,,2024-09-25,10.4,2.0,,4.0,Assignment Completed,true,5.0,  nan  ,False,0.19,0.02,21.0,58.0,0.01
Graduate,Computer Science,10 Dec 2024,22.98,9.0,Research,3.0,confused,False,2.4,TUESDAY,False,0.39,0.09,25.0,16.0,0.17
UNDERGRADUATE,Business,2024/11/14,,7.0,Coding,1.0,assignment completed,True,1.2,THURSDAY,False,0.2,0.07,18.0,66.0,
Graduate,Psychology,29-01-2025,,3.0,Writing,4.0,Assignment Completed,True,4.1,Wednesday,False,,0.03,27.0,89.0,0.15
Graduate,History,2024-12-24,43.6,10.0,Studying,4.0,Confused,False,2.8,Tuesday,False,0.23,0.1,30.0,72.0,0.03
Undergraduate,Biology,22-05-2025,23.29,10.0,nan,3.0,Assignment Completed,true,4.4,  Thursday  ,False,0.43,0.1,21.0,19.0,0.03
  Undergraduate  ,Math,2024-10-07,8.62,2.0,CODING,3.0,Confused,True,2.8,Monday,False,,0.02,,100.0,0.3
Graduate,nan,2024-11-23,71.57,17.0,Coding,4.0,assignment completed,False,3.2,Saturday,True,0.24,0.17,31.0,15.0,0.19
UNDERGRADUATE,Computer Science,21-11-2024,15.09,5.0,Studying,3.0,Assignment Completed,True,4.4,Thursday,False,0.33,0.05,23.0,1.0,0.26
Undergraduate,Business,2025-06-20,25.06,,Coding,5.0,Idea Drafted,True,5.0,Friday,False,0.24,0.06,19.0,78.0,0.1
undergraduate,MATH,2025-04-02,3.36,1.0,Homework Help,,Assignment Completed,True,4.3,Wednesday,False,0.3,0.01,20.0,69.0,0.09
  Undergraduate  ,Math,2025-02-09,,10.0,Homework Help,3.0,ASSIGNMENT COMPLETED,TRUE,4.9,Sunday,  TRUE  ,,0.1,19.0,4.0,0.28
High School,Math,2025-04-21,,9.0,Homework Help,5.0,Assignment Completed,False,5.0,  Monday  ,False,0.35,0.09,15.0,61.0,0.02
Undergraduate,,2025-01-05,13.48,4.0,Coding,3.0,Confused,true,3.3,Sunday,True,0.3,0.04,21.0,35.0,0.25
,Engineering,2024-11-19,19.61,5.0,Coding,4.0,confused,False,3.8,Tuesday,False,0.25,0.05,18.0,46.0,0.16
High School,,2025-05-03,13.48,2.0,Brainstorming,5.0,Assignment Completed,false,4.4,Saturday,True,0.15,0.02,18.0,21.0,0.08
High School,Engineering,2024-07-18,27.25,13.0,Writing,3.0,Assignment Completed,True,2.5,Thursday,False,0.48,0.13,,49.0,0.1
Graduate,,2024-12-08,33.86,7.0,Research,3.0,Idea Drafted,True,3.9,Sunday,True,0.21,0.07,34.0,92.0,0.0
Undergraduate,,2024-09-13,51.11,14.0,  Writing  ,4.0,Confused,True,,Friday,FALSE,0.27,0.14,21.0,10.0,0.3
HIGH SCHOOL,Psychology,2025-06-10,12.38,5.0,Studying,,Assignment Completed,True,4.5,tuesday,False,0.4,0.05,14.0,5.0,0.24
Graduate,History,2024-10-10,12.8,2.0,Coding,4.0,Idea Drafted,False,3.3,Thursday,False,0.16,0.02,28.0,92.0,0.35
Undergraduate,Computer Science,08/12/2024,13.39,3.0,Coding,4.0,Assignment Completed,True,,Monday,False,0.22,0.03,21.0,36.0,0.05
undergraduate,Computer Science,2024-07-24,15.87,3.0,Homework Help,,Assignment Completed,True,4.7,,False,0.19,0.03,18.0,,0.49
Undergraduate,,2024-08-31,8.36,,Homework Help,4.0,Assignment Completed,False,3.2,saturday,True,0.48,0.04,21.0,80.0,0.3
High School,  history  ,2024-11-04,8.53,2.0,Homework Help,,Assignment Completed,True,2.5,monday,False,,0.02,15.0,11.0,0.34
Undergraduate,MATH,2024-10-12,17.11,4.0,,4.0,Gave Up,False,3.6,Saturday,TRUE,0.23,0.04,18.0,87.0,0.26
Undergraduate,History,2024-11-14,2.19,1.0,  Homework Help  ,2.0,Confused,True,2.5,THURSDAY,False,0.46,0.01,23.0,16.0,0.41
High School,  Engineering  ,07/02/2024,18.67,4.0,Writing,5.0,,False,,Tuesday,False,0.21,,16.0,61.0,0.17
,Business,2025-01-17,29.68,6.0,  nan  ,4.0,Confused,False,4.6,nan,False,0.2,0.06,34.0,77.0,0.34
Undergraduate,Biology,2025-03-21,36.38,12.0,Writing,3.0,IDEA DRAFTED,True,2.3,Friday,FALSE,0.33,,23.0,33.0,0.19
Undergraduate,Engineering,2025-06-11,18.93,5.0,Writing,4.0,Assignment Completed,,4.4,NAN,False,0.26,0.05,20.0,5.0,0.11
Undergraduate,Computer Science,2024-06-27,11.89,2.0,Coding,3.0,Assignment Completed,True,3.2,Thursday,  False  ,0.17,0.02,21.0,80.0,0.41
Undergraduate,History,2025-02-01,28.38,7.0,Research,5.0,assignment completed,true,4.8,Saturday,True,0.25,0.07,22.0,26.0,0.26
Graduate,Psychology,2024-10-30,59.59,17.0,  Coding  ,3.0,Idea Drafted,True,2.5,wednesday,False,0.29,0.17,33.0,84.0,0.39
Undergraduate,Biology,2025-06-18,4.82,1.0,Studying,3.0,nan,false,3.7,  Wednesday  ,False,0.21,0.01,19.0,30.0,0.04
high school,Math,05/15/2025,,6.0,Writing,4.0,Idea Drafted,False,3.5,  Thursday  ,False,0.23,0.06,15.0,61.0,0.46
Graduate,engineering,2025-06-22,19.81,5.0,Studying,3.0,Assignment Completed,True,2.2,Sunday,True,0.25,0.05,29.0,100.0,0.48
Graduate,  Biology  ,2025-02-19,45.1,17.0,Studying,3.0,ASSIGNMENT COMPLETED,True,4.3,Wednesday,False,0.38,0.17,31.0,47.0,
High School,Computer Science,2025-06-15,18.48,,Coding,,Confused,TRUE,2.7,Sunday,True,0.38,0.07,14.0,25.0,0.22
Graduate,Math,2025-06-24,13.49,3.0,,5.0,IDEA DRAFTED,False,3.9,tuesday,False,0.22,0.03,26.0,50.0,0.0
Graduate,Biology,  2024-10-20  ,9.48,3.0,  Brainstorming  ,4.0,Assignment Completed,True,4.6,Sunday,True,0.32,0.03,30.0,41.0,0.19
Undergraduate,Biology,2025-01-07,19.47,4.0,Coding,4.0,ASSIGNMENT COMPLETED,True,4.3,tuesday,false,0.21,0.04,19.0,16.0,0.02
,Math,2024-07-27,12.27,5.0,Studying,3.0,Assignment Completed,False,3.7,Saturday,True,0.41,0.05,31.0,63.0,0.1
Undergraduate,,2025-05-06,,1.0,Homework Help,5.0,Idea Drafted,True,4.9,Tuesday,FALSE,0.27,0.01,19.0,79.0,0.17
  nan  ,MATH,03 Nov 2024,17.31,5.0,Homework Help,5.0,Assignment Completed,,5.0,Sunday,True,0.29,0.05,20.0,4.0,0.32
Graduate,Biology,2024/09/03,,11.0,Homework Help,4.0,Assignment Completed,True,5.0,Tuesday,,0.37,0.11,28.0,81.0,0.35
Undergraduate,Engineering,2025-04-15,15.95,,Writing,1.0,Idea Drafted,False,1.8,,  false  ,0.19,0.03,22.0,71.0,0.32
Undergraduate,,2024-11-25,11.13,2.0,studying,5.0,Confused,False,4.5,Monday,False,0.18,0.02,19.0,85.0,0.14
  UNDERGRADUATE  ,biology,2025-02-10,7.69,560.6023102310231,WRITING,4.0,Assignment Completed,False,4.3,Monday,False,0.26,0.02,18.0,76.0,0.49
Undergraduate,history,2024-08-18,20.99,4.0,  Coding  ,3.0,Assignment Completed,true,2.8,Sunday,True,0.19,0.04,21.0,63.0,0.34
Graduate,Engineering,2024-10-27,3.14,1.0,coding,4.0,NAN,True,3.9,SUNDAY,NAN,0.32,0.01,24.0,25.0,0.11
Graduate,Computer Science,2025-04-25,49.25,13.0,coding,3.0,Idea Drafted,  TRUE  ,2.3,FRIDAY,false,0.26,0.13,33.0,10.0,0.07
Undergraduate,Psychology,24-06-2025,10.68,3.0,Writing,2.0,Assignment Completed,True,1.8,tuesday,,0.28,0.03,23.0,,
Graduate,Business,  2024-11-15  ,48.2,12.0,nan,3.0,Assignment Completed,True,1.0,Friday,False,0.25,0.12,32.0,30.0,0.22
Undergraduate,Engineering,2025-02-02,23.83,5.0,Homework Help,5.0,ASSIGNMENT COMPLETED,True,,Sunday,True,0.21,0.05,,9.0,0.04
Undergraduate,History,2024-11-19,29.41,6.0,Studying,3.0,ASSIGNMENT COMPLETED,False,2.7,Tuesday,False,0.2,0.06,18.0,92.0,0.4
High School,Business,  2024-11-25  ,10.96,2.0,coding,,Assignment Completed,True,5.0,,False,,0.02,15.0,97.0,0.05
Undergraduate,Math,2024-10-19,15.58,5.0,Studying,4.0,Gave Up,False,4.1,Saturday,True,0.32,0.05,18.0,2.0,0.02
High School,engineering,2025-05-17,30.65,10.0,Writing,3.0,Idea Drafted,True,3.7,Saturday,  True  ,0.33,0.1,18.0,54.0,0.02
UNDERGRADUATE,Math,2024-12-14,11.01,4.0,Research,3.0,Assignment Completed,True,2.5,saturday,True,0.36,0.04,,10.0,0.1
Undergraduate,Computer Science,  2024-09-02  ,,3.0,Coding,4.0,,True,3.6,monday,False,0.36,0.03,21.0,1.0,0.14
Undergraduate,History,2024-08-06,16.9,4.0,Homework Help,4.0,idea drafted,TRUE,,  nan  ,False,0.24,0.04,22.0,33.0,0.35
Undergraduate,Engineering,2025-05-21,11.97,3.0,Writing,5.0,,False,5.0,,False,0.25,0.03,23.0,35.0,0.18
Undergraduate,Engineering,  2025-06-17  ,22.81,4.0,Homework Help,2.0,Assignment Completed,True,,Tuesday,False,0.18,0.04,20.0,,0.07
Undergraduate,engineering,2024/09/25,50.15,12.0,Studying,2.0,idea drafted,,2.0,Wednesday,False,0.24,0.12,,39.0,0.45
Graduate,Engineering,,9.09,4.0,Writing,3.0,Idea Drafted,True,,Saturday,True,0.44,0.04,23.0,34.0,0.18
Undergraduate,History,2024/12/17,24.91,6.0,Research,3.0,Confused,False,2.7,Tuesday,  nan  ,0.24,0.06,18.0,35.0,0.45
Undergraduate,COMPUTER SCIENCE,2025-05-27,15.47,4.0,Homework Help,5.0,Gave Up,  True  ,4.1,Tuesday,False,0.26,0.04,20.0,83.0,0.46
Undergraduate,  Engineering  ,09 Oct 2024,50.95,13.0,Studying,,Idea Drafted,,5.0,Wednesday,  False  ,,0.13,23.0,73.0,0.22
Undergraduate,,2024-08-16,17.36,5.0,  Coding  ,4.0,Gave Up,True,,Friday,False,0.29,0.05,23.0,14.0,0.16
Undergraduate,Computer Science,2024-09-25,22.32,9.0,Writing,3.0,IDEA DRAFTED,True,3.2,  Wednesday  ,False,0.4,0.09,19.0,68.0,0.38
High School,Engineering,2024-11-13,9.28,2.0,  Writing  ,3.0,Assignment Completed,False,3.1,wednesday,False,0.22,0.02,14.0,56.0,0.07
High School,Engineering,2025-04-21,8.29,1.0,studying,3.0,ASSIGNMENT COMPLETED,false,3.3,Monday,False,0.12,0.01,17.0,89.0,0.07
  Undergraduate  ,Biology,2025-03-29,61.36,15.0,Brainstorming,3.0,Idea Drafted,True,3.6,Saturday,true,0.24,0.15,20.0,58.0,0.27
Graduate,Psychology,2025-02-07,12.33,3.0,Studying,4.0,Confused,False,3.8,Friday,False,0.24,0.03,30.0,4.0,0.45
high school,math,2024-08-09,20.04,4.0,Writing,3.0,Idea Drafted,  nan  ,3.2,Friday,False,0.2,0.04,14.0,63.0,0.01
,Computer Science,2024-10-05,7.78,1.0,WRITING,3.0,Assignment Completed,True,2.4,Saturday,true,0.13,0.01,23.0,21.0,0.01
Undergraduate,,09/02/2024,7.03,2.0,Homework Help,3.0,assignment completed,True,2.8,Monday,false,0.28,0.02,19.0,,0.11
Graduate,Math,2024-11-20,7.37,1.0,Writing,4.0,ASSIGNMENT COMPLETED,TRUE,2.9,Wednesday,False,,0.01,33.0,25.0,0.14
undergraduate,Biology,2024-08-10,13.4,2.0,Brainstorming,5.0,Idea Drafted,True,4.5,Saturday,True,,0.02,21.0,87.0,0.38
Undergraduate,Psychology,2025-06-21,25.89,10.0,Research,3.0,Idea Drafted,TRUE,2.8,Saturday,True,0.39,0.1,21.0,31.0,0.26
Undergraduate,Psychology,2025-05-05,17.72,6.0,Writing,3.0,Idea Drafted,True,3.2,Monday,  false  ,0.34,0.06,22.0,4.0,0.46
UNDERGRADUATE,Business,2024-10-13,7.45,1.0,Studying,3.0,ASSIGNMENT COMPLETED,True,3.2,Sunday,True,0.13,0.01,19.0,17.0,0.16
High School,Engineering,2024-07-14,12.56,2.0,Coding,3.0,Assignment Completed,False,3.2,,True,0.16,0.02,14.0,25.0,0.1
Undergraduate,PSYCHOLOGY,03/10/2025,27.12,11.0,Studying,4.0,Assignment Completed,True,3.5,Monday,False,0.41,,18.0,,0.11
Undergraduate,Computer Science,2024/10/04,2.54,1.0,Brainstorming,3.0,Assignment Completed,True,3.8,Friday,False,0.39,0.01,18.0,69.0,0.35
Undergraduate,Psychology,2025-03-03,30.25,7.0,Writing,4.0,Assignment Completed,True,2.8,  Monday  ,False,0.23,0.07,22.0,66.0,0.46
Undergraduate,Math,2025-01-21,,22.0,Studying,5.0,Idea Drafted,True,4.5,tuesday,False,0.22,0.22,,39.0,0.33
Undergraduate,Math,2025-02-05,85.05,28.0,Coding,5.0,confused,,5.0,Wednesday,False,0.33,0.28,22.0,19.0,0.05
Graduate,History,2024-09-07,70.03,22.0,NAN,3.0,NAN,false,2.4,Saturday,True,0.31,0.22,,74.0,0.31
Undergraduate,Engineering,2024-09-28,26.63,5.0,Homework Help,2.0,  Idea Drafted  ,True,2.2,Saturday,True,0.19,0.05,23.0,69.0,0.37
Undergraduate,Engineering,,45.18,14.0,writing,5.0,Assignment Completed,True,5.0,  Sunday  ,True,0.31,0.14,23.0,11.0,0.41
Undergraduate,Biology,2025-06-07,38.64,15.0,Coding,5.0,Confused,True,4.7,Saturday,True,,0.15,21.0,43.0,0.45
Undergraduate,History,2024-08-24,16.48,6.0,WRITING,3.0,Idea Drafted,True,2.5,saturday,True,0.36,0.06,23.0,52.0,
